_also_see	56	373421	38	38	38.0012155226	373399	38	38	38.0012156524
_derivationally_related_form	1074	1319738	1011	1011	1011.00500399	1319672	1011	1011	1011.00500428
_has_part	172	3421376	0	0	0.0288933721343	3420782	0	0	0.0288994514955
_hypernym	1251	26132740	1	1	1.27963842627	26132715	1	1	1.27963848132
_instance_hypernym	122	2194360	18	18	18.0531751231	2194330	18	18	18.0531751775
_member_meronym	253	4872927	5	5	5.06932036659	4871853	5	5	5.06932576091
_member_of_domain_region	26	575094	1	1	1.00237656441	571676	1	1	1.00239823723
_member_of_domain_usage	24	446121	0	0	0.00210292803269	444779	0	0	0.0021104336646
_similar_to	3	3	3	3	3.0	3	3	3	3.0
_synset_domain_topic_of	114	2303586	2	2	2.02360611693	2303579	2	2	2.02360612958
_verb_group	39	30814	38	38	38.0000324929	30814	38	38	38.0000324929
